workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,asses,test2,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
2,cheese,masculine,food,10,new,huge,age,0.94,size,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,desk,masculine,furniture,11,wooden,rotten,material,0.88,age,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,apple,feminine,food,12,big,bad,size,0.9,quality,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,desk,masculine,furniture,13,big,old,size,0.88,age,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,tomato,feminine,food,14,smooth,wooden,texture,0.92,material,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,chair,masculine,furniture,15,big,smooth,size,0.86,texture,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,TV,masculine,furniture,16,red,smooth,color,0.91,texture,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,couch,feminine,furniture,17,bad,big,quality,0.89,size,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,couch,feminine,furniture,18,hard,short,texture,0.9,size,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,tomato,feminine,food,19,brown,bad,color,0.88,quality,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,fan,feminine,furniture,20,good,yellow,quality,0.93,color,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,fan,feminine,furniture,21,purple,small,color,0.9,size,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,cheese,masculine,food,22,square,brown,shape,0.8,color,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,TV,masculine,furniture,23,yellow,good,color,0.95,quality,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,couch,feminine,furniture,24,brown,good,color,0.79,quality,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,couch,feminine,furniture,25,small,round,size,0.84,shape,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,tomato,feminine,food,26,rotten,round,age,0.95,shape,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,carrot,feminine,food,27,small,good,size,0.82,quality,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
2,TV,masculine,furniture,28,good,metal,quality,0.91,material,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3QUO65DNQVKPS726D7I1P59PJCIUOL,2,Approved,Fri Feb 15 14:30:17 PST 2019,Thu Feb 14 21:47:47 PST 2019,Thu Feb 14 21:50:17 PST 2019,Fri Feb 15 14:30:26 PST 2019,,,,,[],2.296133333333333
3,chair,masculine,furniture,3,big,red,size,0.39,color,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,chair,masculine,furniture,4,green,old,color,0.41,age,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,desk,masculine,furniture,5,soft,bad,texture,0.35,quality,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,banana,feminine,food,6,yellow,smooth,color,0.29,texture,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,banana,feminine,food,7,bad,new,quality,0.33,age,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,couch,feminine,furniture,8,smooth,short,texture,0.32,size,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,couch,feminine,furniture,9,soft,blue,texture,0.48,color,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,fan,feminine,furniture,10,square,purple,shape,0.37,color,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,fan,feminine,furniture,11,long,purple,size,0.34,color,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
3,chair,masculine,furniture,12,smooth,wooden,texture,0.36,material,correct,saudi,incorrect,both,tamil,1,Male,28,arabic-english,,never,basic,Yes,incorrect,1,Windows,768,1366,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3EF8EXOTT2RVIZKBV6GC67N69LE1JD,3,Approved,Fri Feb 15 16:22:25 PST 2019,Thu Feb 14 23:33:18 PST 2019,Thu Feb 14 23:42:25 PST 2019,Fri Feb 15 16:22:28 PST 2019,,,,,[],8.92095
